model_no,product_category,product_subcategory,product_group,product_sub_group,brand,product_name,product_description,actual_price,discount_price,filter_1,filter_2,filter_3,filter_4,filter_5,ratings_and_reviews,attr1:color,attr2:image:1,attr2:image:2,attr2:image:3,attr2:image:4,attr2:image:5,tag_1,tag_2,tag_3,tag_4,tag_5,var1:model_no,var1:product_name,var1:product_description,var1:actual_price,var1:discount_price,var1:attr1:color,var1:attr2:image,var2:model_no,var2:product_name,var2:product_description,var2:actual_price,var2:discount_price,var2:attr2:color,var2:attr2:image,total_variants,total_attributes
SKU:  F1014106,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1014106 Gayle Pillar cock swan neck spout,Pillar cock with swivel swan neck spout and aerator," 2,955",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1014106-Gayle-Pillar-cock-swan-neck-spout.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1014102,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1014102 Gayle Pillar cock extended body,Pillar cock with 310 mm (12.5″) long," 4,350",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1014102-Gayle-Pillar-cock-extended-body.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1014151,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1014151 Gayle Bib cock,Bib cock with wall flange and aerator," 1,925",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1014151-Gayle-Bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1014101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1014101 Gayle Pillar cock,Pillar cock with aerator," 2,165",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1014101-Gayle-Pillar-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1014451,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1014451 Gayle Single lever basin mixer,Single lever basin mixer with 450 mm braided," 4,370",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1014451Gayle-Single-lever-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1014201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1014201 Gayle Angle cock,Angle cock with wall flange," 1,690",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1014201-Gayle-Angle-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1014152,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1014152 Gayle Bib cock long nose,Bib cock long nose with wall flange and aerator," 2,195",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1014152-Gayle-Bib-cock-long-nose.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1014161,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1014161 Gayle 2-way bib cock,2-way bib cock with wall flange and aerator," 2,565",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1014161-Gayle-2-way-bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2012101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2012101 Magna Pillar cock,Pillar cock with aerator," 3,745",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F2012101_MA_19198-copy.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2012461,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2012461 Magna Single lever basin mixer,Single lever basin mixer with 450 mm braided connection pipe (without pop-up)," 6,960",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F2012461_MA_c18736.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2012351 - 15 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2012351 Magna Stop cock 15mm,"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 15 mm pipeline with inner head Exposed part F2012351  Concealed part-15 mm F4050102"," 2,200",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F2012351-Magna-Stop-Cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2012351 - 20 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2012351 Magna Stop cock 20 mm,"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 20 mm pipeline with inner head Exposed part F2012351  Concealed part-20 mm F4050502"," 2,225",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F2012351-Magna-Stop-Cock-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2012201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2012201 Magna Angle cock,Angle cock with wall flange," 2,225",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F2012201_MA_18696.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2012401,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2012401 Magna Wall mixer,Wall mixer with bend pipe for overhead shower," 8,050",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F2012402_MA_18817-copy-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2012151,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2012151 Magna Bib cock,Bib cock with wall flange and aerator," 3,745",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F2012151_MA_18699-copy.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2012402,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2012402 Magna Wall mixer non return valve,Wall mixer with bend pipe for overhead shower with built-in non return valve," 8,320",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F2012402_MA_18817-copy.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2012261,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2012261 Magna Sink cock,Sink cock (wall mounted) with 185 mm (7.5″) long swivel spout and wall flange," 3,690",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F2012261_MA_18722.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F2012511,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F2012511 Magna Sink mixer,"Sink mixer (wall mounted) with 185 mm (7.5″) long swivel spout, connecting legs and wall flanges"," 6,895",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F2012511_MA_18787.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1012163,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Faucets - F1012163 Perla 2-way Bib cock,2-way Bib cock with single handle," 2,980",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/10/F1012163-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1012101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA BIM Products - F1012101 Perla Pillar Cock,Pillar Cock with Aerator," 2,620",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/10/F1012101-Pillar-cock-with-aerator.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1012151,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1012151 Perla Bib Cock,Bib cock with wall flange and aerator," 2,620",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/10/F1012151-Bib-cock-with-wall-flange.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1012201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1012201 Perla Angle Cock,Angle cock with wall flange," 1,990",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/10/F1012201-Angle-cock-with-wall-flange.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1012401,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1012401 Perla Wall Mixer,Wall mixer with 210 mm (8.5″) long," 8,100",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/10/F1012401-Single-lever-wall-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1012451,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA BIM Products - F1012451 Perla Single Lever Basin Mixer,Single lever basin mixer with 450 mm," 5,120",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/10/F1012451-Single-lever-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1012261,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1012261 Perla Sink Cock,Sink Cock (wall mounted)," 4,060",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/10/F1012261-Sink-cock-wall-mounted.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1012511,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1012511 Perla Sink Mixer,Sink Mixer (wall mounted) with," 6,970",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/10/F1012511-Sink-mixer-wall-mounted.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1012661,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1012661 Perla Bath Tub Spout,Bath tub spout with wall flange," 2,370",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/10/F1012661-Bath-tub-spout.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1012351,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1012351 Perla Stop cock 15 mm,Stop cock consisting of exposed part," 2,145",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/03/F1012351-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1012351 20 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1012351 Perla Stop cock 20 mm,Stop cock consisting of exposed part," 2,170",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/03/F1012351-WEB-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1012711,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1012711 Perla 5-way Single Lever Concealed Diverter,Exposed part of 5-way single lever concealed," 7,820",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/03/F1012711-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1001631,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1001631 Platinum Single lever bidet mixer,Single lever bidet mixer with 450 mm braided connection pipe and provision for pop-up waste system," 5,965",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F1001631-Platinum-Single-lever-bidet-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1001163,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1001163 Platinum 2-Way bib cock with single handle,2-Way bib cock with single handle and wall flange," 2,260",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/01/F1001163.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1001701,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1001701 Platinum Single lever concealed diverter,"Single lever concealed diverter system consisting of Exposed part (lever, tip ton knob, flange) and Concealed part (35 mm cartridge with button assembly, cartridge sleeve) Exposed Part    F1001701 Concealed part  F4010101"," 5,705",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/01/F1001701-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  CS 101A,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1001101 Platinum Pillar cock,Pillar cock with aerator," 1,980",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1001101-Platinum-Pillar-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  CS 103A,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1001151 Platinum Bib cock,Bib cock with wall flange and aerator," 1,980",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1001151-Platinum-Bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  CS 108A,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1001201 Platinum Angle cock,Angle cock with wall flange," 1,790",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1001201-Platinum-Angle-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  CS 105A,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1001211 Platinum 2-way bib cock,2-Way angle cock with wall flange," 2,965",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1001211-Platinum-2-way-bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1001351 - 15 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1001351 Platinum Concealed stop cock 15 mm,"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 15 mm pipeline with inner head Exposed part F1001351 Concealed part-15 mm F4050102"," 2,015",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1001351-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1001351 - 20 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1001351 Platinum Concealed stop cock 20 mm,"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 20 mm pipeline with inner head Exposed part F1001351"," 2,040",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1001351-WEB-1.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  CS 111,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1001411 Platinum Single lever wall mixer,Wall mixer with 210 mm (8.5”) max. long bend pipe for overhead shower," 7,695",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/06/F1001411-Platinum-Single-lever-wall-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  CS 130A,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1001451 Platinum Single lever basin mixer,Single lever basin mixer with 450 mm braided connection pipe," 4,745",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1001451-Platinum-Single-lever-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  CS 131A,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1001531 Platinum Sink mixer wall mounted,"Single lever sink mixer (wall mounted) with 180 mm (7″) long swivel spout, connecting legs and wall flanges"," 6,375",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1001531-Platinum-Sink-mixer-wall-mounted.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1017473,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1017473 Ripple Wall Mounted Single Lever Basin Mixer,," 6,560",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/10/F1017473-Web.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1017101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1017101 Ripple Pillar cock,," 1,915",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1017101_RI_18742.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1017102,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1017102 Ripple Pillar cock,," 3,220",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1017102-Ripple.png,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1017451,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1017451 Ripple Single lever basin mixer,," 4,325",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1017451_RI_18751.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1017452,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1017452 Ripple Single lever basin mixer,," 5,565",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1017452_RI_19229.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1017351 - 15 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1017351 Ripple Stop cock (15mm),," 1,770",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1017351-Web.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1017351- 20 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1017351 Ripple Stop cock (20mm),," 1,745",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1017351-Web.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1017201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1017201 Ripple Angle cock,," 1,620",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1017201_RI_18688.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1017211,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1017211 Ripple 2-Way angle cock,," 1,980",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1017211_RI_18691.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1017701,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1017701 Ripple Single lever concealed diverter,," 5,475",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1017701-Web.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1017721,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1017721 Ripple High flow single lever concealed diverter,," 6,610",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1017721-Web.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1017711,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1017711 Ripple 5-way single lever,," 2,290",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2019/11/F1017711-Web.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1005413,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1005413 Ruby Wall mixer (3-in-1),Wall mixer (3-in-1) with arrangement for both telephonic hand shower and overhead shower with long bend pipe," 10,840",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/02/F1005413-Ruby-Wall-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1005424,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1005424 Ruby Single lever wall mixer,Single lever wall mixer with 90° swivel spout and provision for telephonic shower arrangement," 8,875",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/01/F1005424.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1005652,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1005652 Ruby Wall Mounted Basin Spout,Wall mounted basin spout and operating lever consisting of exposed part and concealed part Exposed Part : F1005652  Concealed Part : F4055101," 4,020",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/10/F1005652-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1005473,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1005473 Ruby Wall Mounted Single Lever Basin Mixer,Wall mounted single lever basin mixer consisting of exposed part and concealed part," 6,995",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2020/10/F1005473-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1005101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1005101 Ruby Pillar cock,Pillar cock with aerator," 2,650",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1005101-Ruby-Pillar-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1005151,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1005151 Ruby Bib cock,Bib cock with wall flange," 2,140",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1005151-Ruby-Bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1005152,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1005152 Ruby Bib cock long nose,Bib cock long nose with wall flange and aerator," 2,410",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1005152-Ruby-Bib-cock-long-nose.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1005161,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1005161 Ruby 2-way bib cock,2-Way bib cock with wall flange and aerator," 3,225",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1005161-Ruby-2-way-bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1005251,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1005251 Ruby Sink cock wall mounted,Sink cock (wall mounted) with 150 mm (6”) long swivel spout and wall flange," 2,970",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/06/F1005251Ruby-Sink-cock-wall-mounted.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1005351 15 mm,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1005351 Ruby Concealed stop cock 15 mm,"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 15  mm"," 2,100",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1005351-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1005351,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1005351 Ruby Concealed stop cock 20 mm,"Stop cock consisting of exposed part (sleeve, lever, wall flange) and concealed part suitable for 20 mm pipeline with inner head"," 2,125",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1005351-WEB.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1005201,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1005201 Ruby Angle cock,Angle cock with wall flange," 1,705",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1005201-Ruby-Angle-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1003631,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1003631 Titanium Single lever bidet mixer,Single lever bidet mixer with 450 mm braided connection pipe," 5,470",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2021/01/F1003631.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1003451,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1003451 Titanium Single lever basin mixer,Single lever basin mixer with," 4,990",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1003451-Titanium-Single-lever-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1003461,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1003461 Titanium Central hole basin mixer,Central hole basin mixer with 450 mm braided connection pipe," 4,970",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1003461-Titanium-Central-hole-basin-mixer.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1003101,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1003101 Titanium Pillar cock,Pillar cock with aerator," 1,875",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1003101-Titanium-Pillar-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1003151,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1003151 Titanium Bib cock,Bib cock with wall flange and aerator," 1,875",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1003151-Titanium-Bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1003162,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1003162 Titanium 2-way bib cock,2-Way bib cock with wall flange and aerator," 2,735",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1003162-Titanium-2-way-bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1003211,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1003211 Titanium 2-way angle cock,2-Way angle cock with wall flange," 2,460",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1003211-Titanium-2-way-angle-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1003161,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1003161 Titanium 2-way bib cock,2-Way bib cock with wall flange and aerator," 2,665",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1003161-Titanium-2-way-bib-cock.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
SKU:  F1003102,bathroom and kitchen fittings,sanitary ware,faucet,single lever faucet,cera,CERA Single Lever Faucets - F1003102 Titanium Pillar cock extended body,Pillar cock with 300 mm (12″) long extended body with aerator," 3,380",,,,,,,,,https://www.cera-india.com/wp-content/uploads/2016/03/F1003102-Titanium-Pillar-cock-extended-body.jpg,,,,,,,,,,,,,,,,,,,,,,,,1,1
